,Wind,Day,Temp
0,0.3,0.0,0.2682926829268293
1,0.33157894736842103,0.03333333333333333,0.3902439024390244
2,0.5736842105263158,0.06666666666666667,0.43902439024390244
3,0.5157894736842106,0.1,0.14634146341463414
4,0.6631578947368422,0.13333333333333333,0.0
5,0.6947368421052632,0.16666666666666666,0.24390243902439024
6,0.36315789473684207,0.2,0.21951219512195122
7,0.636842105263158,0.23333333333333334,0.07317073170731707
9,0.36315789473684207,0.3,0.3170731707317073
10,0.2736842105263158,0.3333333333333333,0.43902439024390244
11,0.42105263157894735,0.36666666666666664,0.3170731707317073
12,0.3947368421052631,0.4,0.24390243902439024
13,0.48421052631578954,0.43333333333333335,0.2926829268292683
14,0.6052631578947368,0.4666666666666667,0.04878048780487805
15,0.5157894736842106,0.5,0.1951219512195122
16,0.5421052631578948,0.5333333333333333,0.24390243902439024
17,0.8789473684210526,0.5666666666666667,0.024390243902439025
18,0.5157894736842106,0.6,0.2926829268292683
19,0.42105263157894735,0.6333333333333333,0.14634146341463414
20,0.42105263157894735,0.6666666666666666,0.07317073170731707
21,0.7842105263157896,0.7,0.4146341463414634
22,0.42105263157894735,0.7333333333333333,0.12195121951219512
23,0.5421052631578948,0.7666666666666667,0.12195121951219512
24,0.7842105263157896,0.8,0.024390243902439025
25,0.6947368421052632,0.8333333333333334,0.04878048780487805
26,0.33157894736842103,0.8666666666666667,0.024390243902439025
27,0.5421052631578948,0.9,0.2682926829268293
28,0.6947368421052632,0.9333333333333333,0.6097560975609756
29,0.21052631578947367,0.9666666666666667,0.5609756097560976
30,0.3,1.0,0.4878048780487805
31,0.36315789473684207,0.0,0.5365853658536586
32,0.42105263157894735,0.03333333333333333,0.43902439024390244
33,0.7578947368421054,0.06666666666666667,0.2682926829268293
34,0.3947368421052631,0.1,0.6829268292682927
35,0.36315789473684207,0.13333333333333333,0.7073170731707317
36,0.6631578947368422,0.16666666666666666,0.5609756097560976
37,0.42105263157894735,0.2,0.6341463414634146
38,0.2736842105263158,0.23333333333333334,0.7560975609756098
39,0.636842105263158,0.26666666666666666,0.8292682926829268
40,0.5157894736842106,0.3,0.7560975609756098
41,0.48421052631578954,0.3333333333333333,0.9024390243902439
42,0.3947368421052631,0.36666666666666664,0.8780487804878049
43,0.33157894736842103,0.4,0.6341463414634146
44,0.636842105263158,0.43333333333333335,0.5853658536585366
45,0.5157894736842106,0.4666666666666667,0.5609756097560976
46,0.6947368421052632,0.5,0.5121951219512195
47,1.0,0.5333333333333333,0.3902439024390244
48,0.3947368421052631,0.5666666666666667,0.21951219512195122
49,0.5157894736842106,0.6,0.4146341463414634
