,Wind,Day,Temp
0,0.3,0.0,0.2682926829268293
1,0.33157894736842103,0.03333333333333333,0.3902439024390244
2,0.5736842105263158,0.06666666666666668,0.4390243902439024
3,0.5157894736842106,0.1,0.14634146341463414
4,0.6631578947368422,0.13333333333333333,0.0
5,0.6947368421052632,0.16666666666666666,0.24390243902439024
6,0.3631578947368421,0.2,0.2195121951219512
7,0.636842105263158,0.2333333333333333,0.07317073170731707
8,0.3631578947368421,0.3,0.3170731707317073
9,0.2736842105263158,0.3333333333333333,0.4390243902439024
10,0.42105263157894735,0.3666666666666665,0.3170731707317073
11,0.3947368421052631,0.4,0.24390243902439024
12,0.4842105263157896,0.43333333333333335,0.2926829268292683
13,0.6052631578947368,0.4666666666666667,0.04878048780487805
14,0.5157894736842106,0.5,0.1951219512195122
15,0.5421052631578948,0.5333333333333333,0.24390243902439024
16,0.8789473684210526,0.5666666666666667,0.024390243902439025
17,0.5157894736842106,0.6,0.2926829268292683
18,0.42105263157894735,0.6333333333333333,0.14634146341463414
19,0.42105263157894735,0.6666666666666666,0.07317073170731707
20,0.7842105263157896,0.7,0.4146341463414634
21,0.42105263157894735,0.7333333333333333,0.12195121951219512
22,0.5421052631578948,0.7666666666666667,0.12195121951219512
23,0.7842105263157896,0.8,0.024390243902439025
24,0.6947368421052632,0.8333333333333334,0.04878048780487805
25,0.33157894736842103,0.8666666666666667,0.024390243902439025
26,0.5421052631578948,0.9,0.2682926829268293
27,0.6947368421052632,0.9333333333333332,0.6097560975609756
28,0.21052631578947367,0.9666666666666668,0.5609756097560976
29,0.3,1.0,0.4878048780487805
30,0.3631578947368421,0.0,0.5365853658536586
31,0.42105263157894735,0.03333333333333333,0.4390243902439024
32,0.7578947368421054,0.06666666666666668,0.2682926829268293
33,0.3947368421052631,0.1,0.6829268292682927
34,0.3631578947368421,0.13333333333333333,0.7073170731707317
35,0.6631578947368422,0.16666666666666666,0.5609756097560976
36,0.42105263157894735,0.2,0.6341463414634146
37,0.2736842105263158,0.2333333333333333,0.7560975609756098
38,0.636842105263158,0.26666666666666666,0.8292682926829268
39,0.5157894736842106,0.3,0.7560975609756098
40,0.4842105263157896,0.3333333333333333,0.902439024390244
41,0.3947368421052631,0.3666666666666665,0.8780487804878049
42,0.33157894736842103,0.4,0.6341463414634146
43,0.636842105263158,0.43333333333333335,0.5853658536585366
44,0.5157894736842106,0.4666666666666667,0.5609756097560976
45,0.6947368421052632,0.5,0.5121951219512195
46,1.0,0.5333333333333333,0.3902439024390244
47,0.3947368421052631,0.5666666666666667,0.2195121951219512
48,0.5157894736842106,0.6,0.4146341463414634
